n_trk,rep,n_true_clean,n_true_C,n_active_C,n_false_C,n_true_Q,n_active_Q,n_false_Q,n_true_total,n_false_total,success_prob,t_quantum,se_C,se_Q,fr_C,fr_Q
15,29,60,59,59,0,59,59,0,59,826,0.016448384521966605,1.520463228225708,98.33333333333333,98.33333333333333,0.0,0.0
20,0,80,80,80,0,80,80,0,80,1520,0.011195767669973792,4.55748176574707,100.0,100.0,0.0,0.0
20,1,80,72,72,0,74,74,0,76,1445,0.010219205169975966,1.7926647663116455,90.0,92.5,0.0,0.0
20,2,80,75,75,0,77,77,0,77,1464,0.010606360061973895,2.1871438026428223,93.75,96.25,0.0,0.0
20,3,80,80,80,0,80,82,2,80,1520,0.011338781936972147,3.762693405151367,100.0,100.0,0.0,2.4390243902439024
20,4,80,71,71,0,73,73,0,75,1427,0.010046571678475676,3.7591848373413086,88.75,91.25,0.0,0.0
20,5,80,64,64,0,66,66,0,71,1353,0.009099628402979523,6.4212400913238525,80.0,82.5,0.0,0.0
20,6,80,76,76,0,78,78,0,78,1482,0.010778993553474127,1.9140496253967285,95.0,97.5,0.0,0.0
20,7,80,79,79,0,79,79,0,79,1501,0.011023134178473566,2.044726848602295,98.75,98.75,0.0,0.0
20,8,80,80,80,0,80,80,0,80,1520,0.011195767669973792,2.129330635070801,100.0,100.0,0.0,0.0
20,9,80,76,76,0,76,76,0,78,1482,0.010635979286475675,2.026906967163086,95.0,95.0,0.0,0.0
20,10,80,79,79,0,79,81,2,79,1501,0.011166148445471908,2.1720974445343018,98.75,98.75,0.0,2.4691358024691357
20,11,80,76,76,0,78,78,0,78,1482,0.010778993553474087,2.0625357627868652,95.0,97.5,0.0,0.0
20,12,80,79,79,0,79,79,0,79,1501,0.011023134178473611,7.572498321533203,98.75,98.75,0.0,0.0
20,13,80,80,80,0,80,80,0,80,1520,0.011195767669973792,2.138126850128174,100.0,100.0,0.0,0.0
20,14,80,80,80,0,80,80,0,80,1520,0.011195767669973792,2.1336071491241455,100.0,100.0,0.0,0.0
20,15,80,70,70,0,70,70,0,74,1406,0.009730923919977132,6.013234853744507,87.5,87.5,0.0,0.0
20,16,80,68,68,0,74,74,0,74,1406,0.009945445320474642,5.5522565841674805,85.0,92.5,0.0,0.0
20,17,80,80,80,0,80,82,2,80,1520,0.011338781936972162,3.212696075439453,100.0,100.0,0.0,2.4390243902439024
20,18,80,76,76,0,78,78,0,78,1482,0.010778993553474104,4.966238260269165,95.0,97.5,0.0,0.0
20,19,80,76,76,0,78,78,0,78,1482,0.010778993553474083,3.48344349861145,95.0,97.5,0.0,0.0
20,20,80,80,80,0,80,80,0,80,1520,0.011195767669973792,3.5240514278411865,100.0,100.0,0.0,0.0
20,21,80,75,75,0,77,77,0,77,1464,0.010606360061973939,3.31284761428833,93.75,96.25,0.0,0.0
20,22,80,78,78,0,78,78,0,78,1482,0.010850500686973337,2.175079584121704,97.5,97.5,0.0,0.0
20,23,80,76,76,0,78,80,2,78,1482,0.010922007820472517,2.0899667739868164,95.0,97.5,0.0,2.5
20,24,80,79,79,0,79,79,0,79,1501,0.011023134178473611,1.5281405448913574,98.75,98.75,0.0,0.0
20,25,80,72,72,0,72,72,0,76,1444,0.010076190902977546,2.2045016288757324,90.0,90.0,0.0,0.0
20,26,80,79,79,0,79,79,0,79,1501,0.01102313417847365,6.747578144073486,98.75,98.75,0.0,0.0
20,27,80,76,76,0,78,78,0,78,1482,0.010778993553474095,1.862668514251709,95.0,97.5,0.0,0.0
20,28,80,75,75,0,77,79,2,77,1464,0.01074937432897224,1.8861775398254395,93.75,96.25,0.0,2.5316455696202533
20,29,80,72,72,0,76,76,0,76,1444,0.010362219436974294,1.8748691082000732,90.0,95.0,0.0,0.0
30,0,120,108,108,0,110,110,0,114,3308,0.007628650310727173,3.2915446758270264,90.0,91.66666666666667,0.0,0.0
30,1,120,120,120,0,120,120,0,120,3480,0.00839682575247365,11.23890209197998,100.0,100.0,0.0,0.0
30,2,120,116,116,0,116,116,0,118,3422,0.008116931560725276,7.941012859344482,96.66666666666667,96.66666666666667,0.0,0.0
30,3,120,108,108,0,112,112,0,114,3308,0.007700157444226305,8.333704471588135,90.0,93.33333333333333,0.0,0.0
30,4,120,120,120,0,120,120,0,120,3480,0.00839682575247365,4.022827863693237,100.0,100.0,0.0,0.0
30,5,120,120,120,0,120,120,0,120,3480,0.00839682575247365,4.400995969772339,100.0,100.0,0.0,0.0
30,6,120,115,115,0,117,119,2,117,3394,0.008173629081973537,4.099637269973755,95.83333333333333,97.5,0.0,1.680672268907563
30,7,120,120,120,0,120,120,0,120,3480,0.00839682575247365,10.124265670776367,100.0,100.0,0.0,0.0
30,8,120,120,120,0,120,120,0,120,3480,0.00839682575247365,4.181360244750977,100.0,100.0,0.0,0.0
30,9,120,116,116,0,116,116,0,118,3422,0.008116931560725259,11.149096488952637,96.66666666666667,96.66666666666667,0.0,0.0
30,10,120,115,115,0,117,117,0,117,3393,0.008102121948474454,15.080771207809448,95.83333333333333,97.5,0.0,0.0
30,11,120,112,112,0,116,118,2,116,3364,0.008051558769473935,3.488084554672241,93.33333333333333,96.66666666666667,0.0,1.694915254237288
30,12,120,112,112,0,114,118,4,116,3365,0.00805155876947391,3.891160011291504,93.33333333333333,95.0,0.0,3.389830508474576
30,13,120,106,106,0,110,112,2,112,3250,0.007599031086225368,3.5563130378723145,88.33333333333333,91.66666666666667,0.0,1.7857142857142858
30,14,120,108,108,0,112,112,0,114,3308,0.007700157444226236,3.8775315284729004,90.0,93.33333333333333,0.0,0.0
30,15,120,120,120,0,120,120,0,120,3480,0.00839682575247365,11.481094360351562,100.0,100.0,0.0,0.0
30,16,120,116,116,0,118,120,2,118,3422,0.008259945827723363,12.955554962158203,96.66666666666667,98.33333333333333,0.0,1.6666666666666667
30,17,120,114,114,0,116,116,0,116,3365,0.008015805202724484,3.867908239364624,95.0,96.66666666666667,0.0,0.0
30,18,120,119,119,0,119,119,0,119,3451,0.008310509006723747,6.605880260467529,99.16666666666667,99.16666666666667,0.0,0.0
30,19,120,100,100,0,106,106,0,110,3196,0.007211876194227896,15.893132209777832,83.33333333333333,88.33333333333333,0.0,0.0
50,0,200,200,201,1,200,201,1,200,9800,0.0035318129692932356,29.886088371276855,100.0,100.0,0.4975124378109453,0.4975124378109453
50,1,200,194,194,0,196,198,2,196,9604,0.003421299042793845,29.661269664764404,97.0,98.0,0.0,1.0101010101010102
50,2,200,195,195,0,197,203,6,197,9654,0.0034786317959806046,30.743149042129517,97.5,98.5,0.0,2.955665024630542
