noise,T,rep,config,beta,alpha,n_seg,epsilon,valid,tau_att,p_anc,emu_cos_dense,solver,cls,n,frac_wp,frac_e1,med,q99,mx,auc,tau_wp,eff_wp,far_wp,pur_wp,tau_e1,far_e1,gap
moderate,200,0,occ,0.0,0.3,157012,0.0031777035588293387,True,0.5230769230769231,,,classical,cohit-true,156201,6.402007669605188e-05,0.002247104692031421,0.009065800916707835,0.009107116508715757,0.015434475856696803,0.9999840479910805,0.012112979773840188,,,,0.009119242983557726,,
moderate,200,0,occ,0.0,0.3,157012,0.0031777035588293387,True,0.5230769230769231,,,classical,cohit-false,12,0.0,0.75,0.009125258876474302,0.00913812230420019,0.00913812230420019,0.998832271762208,0.012112979773840188,,,,0.009119242983557726,,
moderate,200,0,occ,0.0,0.3,157012,0.0031777035588293387,True,0.5230769230769231,,,classical,TRUE-coupled,785,0.9910828025477707,1.0,0.014203504045886989,0.02049564023981995,0.021586869605928927,,0.012112979773840188,,,,0.009119242983557726,,
moderate,200,0,occ,0.0,0.3,157012,0.0031777035588293387,True,0.5230769230769231,0.3102694282435504,,1bqf_emu,ALL,157012,0.9995095916235702,1.0,0.0014645755124123683,0.00146784277949863,0.0014714182648620754,,0.0012084083688221343,0.9910828025477707,0.9950425335329913,0.004957466467008634,0.0012066946654385748,0.9950003821363972,-0.00026472359842350055
moderate,200,0,occ,0.0,0.3,157012,0.0031777035588293387,True,0.5230769230769231,0.3102694282435504,,1bqf_emu,C-true,12,1.0,1.0,0.001467465766846286,0.0014714143460000158,0.0014714182648620754,0.22802547770700637,0.0012084083688221343,,,,0.0012066946654385748,,
moderate,200,0,occ,0.0,0.3,157012,0.0031777035588293387,True,0.5230769230769231,0.3102694282435504,,1bqf_emu,fork-true,2,1.0,1.0,0.0014648640932497258,0.001464945985286028,0.001464947656552075,0.7414012738853503,0.0012084083688221343,,,,0.0012066946654385748,,
moderate,200,0,occ,0.0,0.3,157012,0.0031777035588293387,True,0.5230769230769231,0.3102694282435504,,1bqf_emu,cohit-true,156201,0.9995518594631276,1.0,0.0014645320808474385,0.0014678427767811602,0.0014679771426782129,0.6215661455636309,0.0012084083688221343,,,,0.0012066946654385748,,
moderate,200,0,occ,0.0,0.3,157012,0.0031777035588293387,True,0.5230769230769231,0.3102694282435504,,1bqf_emu,cohit-false,12,1.0,1.0,0.0014647760453901572,0.0014679771327496193,0.0014679771327496343,0.6194267515923567,0.0012084083688221343,,,,0.0012066946654385748,,
moderate,200,0,occ,0.0,0.3,157012,0.0031777035588293387,True,0.5230769230769231,0.3102694282435504,,1bqf_emu,TRUE-coupled,785,0.9910828025477707,1.0,0.0014664489005786231,0.001468490358418624,0.0014699364873888832,,0.0012084083688221343,,,,0.0012066946654385748,,
moderate,200,0,both,1.0,0.3,157012,0.0031777035588293387,True,0.5230769230769231,,,classical,ALL,157012,0.00519705500216544,0.06616691717830485,0.009071865988972323,0.00998718500677596,0.02590618905424638,,0.012126740832298285,0.9910828025477707,0.04656862745098039,0.9534313725490197,0.009111164602185773,0.92443931080951,-0.009258058604284518
moderate,200,0,both,1.0,0.3,157012,0.0031777035588293387,True,0.5230769230769231,,,classical,C-true,12,0.8333333333333334,1.0,0.013634069599302873,0.018068042713534006,0.01836922320747029,0.7012738853503184,0.012126740832298285,,,,0.009111164602185773,,
moderate,200,0,both,1.0,0.3,157012,0.0031777035588293387,True,0.5230769230769231,,,classical,fork-true,2,0.0,0.0,0.007907488096078344,0.007915210201882048,0.007915367795878042,1.0,0.012126740832298285,,,,0.009111164602185773,,
moderate,200,0,both,1.0,0.3,157012,0.0031777035588293387,True,0.5230769230769231,,,classical,cohit-true,156201,0.00017925621474894528,0.061331233474817705,0.009070983113225623,0.009342042943545742,0.015485303758854355,0.9998668137742008,0.012126740832298285,,,,0.009111164602185773,,
moderate,200,0,both,1.0,0.3,157012,0.0031777035588293387,True,0.5230769230769231,,,classical,cohit-false,12,0.0,1.0,0.009125844489633914,0.009151338277468835,0.009151779336281828,0.9984076433121019,0.012126740832298285,,,,0.009111164602185773,,
moderate,200,0,both,1.0,0.3,157012,0.0031777035588293387,True,0.5230769230769231,,,classical,TRUE-coupled,785,0.9910828025477707,1.0,0.014287317443303813,0.02011700787851843,0.02590618905424638,,0.012126740832298285,,,,0.009111164602185773,,
moderate,200,0,both,1.0,0.3,157012,0.0031777035588293387,True,0.5230769230769231,0.3055610044997641,,1bqf_emu,ALL,157012,0.9995414363233384,1.0,0.0014499106025314488,0.0014618394869959186,0.0014684942927145341,,0.0012011252815837304,0.9910828025477707,0.9950426914744488,0.004957308525551166,0.0011993675325865684,0.9950003821363972,-0.00026828996525481304
moderate,200,0,both,1.0,0.3,157012,0.0031777035588293387,True,0.5230769230769231,0.3055610044997641,,1bqf_emu,C-true,12,1.0,1.0,0.001450458630614895,0.0014643151821435944,0.0014650400624880615,0.4432059447983015,0.0012011252815837304,,,,0.0011993675325865684,,
moderate,200,0,both,1.0,0.3,157012,0.0031777035588293387,True,0.5230769230769231,0.3055610044997641,,1bqf_emu,fork-true,2,1.0,1.0,0.0014477853505823679,0.001447883707504473,0.0014478857147885976,0.5095541401273885,0.0012011252815837304,,,,0.0011993675325865684,,
moderate,200,0,both,1.0,0.3,157012,0.0031777035588293387,True,0.5230769230769231,0.3055610044997641,,1bqf_emu,cohit-true,156201,0.9995838695014757,1.0,0.0014499105900534067,0.0014617586845528739,0.0014676574988413814,0.5567382252093365,0.0012011252815837304,,,,0.0011993675325865684,,
moderate,200,0,both,1.0,0.3,157012,0.0031777035588293387,True,0.5230769230769231,0.3055610044997641,,1bqf_emu,cohit-false,12,1.0,1.0,0.0014575240733112763,0.0014617915341035902,0.0014617937567009255,0.5187898089171975,0.0012011252815837304,,,,0.0011993675325865684,,
moderate,200,0,both,1.0,0.3,157012,0.0031777035588293387,True,0.5230769230769231,0.3055610044997641,,1bqf_emu,TRUE-coupled,785,0.9910828025477707,1.0,0.0014527021362323023,0.0014638345067889131,0.0014684942927145341,,0.0012011252815837304,,,,0.0011993675325865684,,
heavy,50,0,base,0.0,0.0,9950,0.006312668537322595,True,0.35,,,classical,ALL,9950,0.020402010050251256,0.020402010050251256,0.25000000000899486,0.39175279404844515,0.5670104511487332,,0.35714267048303294,1.0,0.019704433497536946,0.9802955665024631,0.357142671482033,0.019704433497536946,-0.03461012256541218
heavy,50,0,base,0.0,0.0,9950,0.006312668537322595,True,0.35,,,classical,C-true,4,1.0,1.0,0.39175279404844515,0.39175279404844515,0.39175279404844515,0.507537688442211,0.35714267048303294,,,,0.357142671482033,,
heavy,50,0,base,0.0,0.0,9950,0.006312668537322595,True,0.35,,,classical,cohit-true,9747,0.0,0.0,0.25000000000899486,0.25000000000899486,0.33333336160786753,1.0,0.35714267048303294,,,,0.357142671482033,,
heavy,50,0,base,0.0,0.0,9950,0.006312668537322595,True,0.35,,,classical,TRUE-coupled,199,1.0,1.0,0.39175279404844515,0.5670104511487332,0.5670104511487332,,0.35714267048303294,,,,0.357142671482033,,
heavy,50,0,base,0.0,0.0,9950,0.006312668537322595,True,0.35,0.004451550372703596,,1bqf_emu,ALL,9950,0.022613065326633167,0.022613065326633167,4.783776559169348e-19,0.0036013005116229116,0.0075228881599470904,,0.0028286898249034477,1.0,0.11555555555555555,0.8844444444444445,0.0028286908239034477,0.11555555555555555,-0.0007726096867194639
heavy,50,0,base,0.0,0.0,9950,0.006312668537322595,True,0.35,0.004451550372703596,,1bqf_emu,C-true,4,1.0,1.0,0.0036013005116229116,0.0036013005116229116,0.0036013005116229116,0.507537688442211,0.0028286898249034477,,,,0.0028286908239034477,,
heavy,50,0,base,0.0,0.0,9950,0.006312668537322595,True,0.35,0.004451550372703596,,1bqf_emu,cohit-true,9747,0.0022571047501795424,0.0022571047501795424,4.783776559169348e-19,4.783776559169348e-19,0.0029897143153522644,0.9999546310602979,0.0028286898249034477,,,,0.0028286908239034477,,
heavy,50,0,base,0.0,0.0,9950,0.006312668537322595,True,0.35,0.004451550372703596,,1bqf_emu,TRUE-coupled,199,1.0,1.0,0.0036013005116229116,0.0075228881599470904,0.0075228881599470904,,0.0028286898249034477,,,,0.0028286908239034477,,
heavy,50,0,fork,1.0,0.0,9950,0.006312668537322595,True,0.35,,,classical,ALL,9950,0.020402010050251256,0.020402010050251256,0.2499999999966006,0.391752650775758,0.5670105749468548,,0.3571424964084334,1.0,0.019704433497536946,0.9802955665024631,0.3571424974074334,0.019704433497536946,-0.03461015336732459
heavy,50,0,fork,1.0,0.0,9950,0.006312668537322595,True,0.35,,,classical,C-true,4,1.0,1.0,0.391752650775758,0.391752650775758,0.391752650775758,0.507537688442211,0.3571424964084334,,,,0.3571424974074334,,
heavy,50,0,fork,1.0,0.0,9950,0.006312668537322595,True,0.35,,,classical,cohit-true,9747,0.0,0.0,0.2499999999966006,0.2499999999966006,0.3333333699391013,1.0,0.3571424964084334,,,,0.3571424974074334,,
heavy,50,0,fork,1.0,0.0,9950,0.006312668537322595,True,0.35,,,classical,TRUE-coupled,199,1.0,1.0,0.391752650775758,0.5670105749468548,0.5670105749468548,,0.3571424964084334,,,,0.3571424974074334,,
heavy,50,0,fork,1.0,0.0,9950,0.006312668537322595,True,0.35,0.00466607177320173,,1bqf_emu,ALL,9950,0.025025125628140705,0.025025125628140705,4.783776559169348e-19,0.0036013005116229116,0.0075228881599470904,,0.0028286898249034477,1.0,0.20080321285140562,0.7991967871485943,0.0028286908239034477,0.20080321285140562,-0.0007726096867194639
heavy,50,0,fork,1.0,0.0,9950,0.006312668537322595,True,0.35,0.00466607177320173,,1bqf_emu,C-true,4,1.0,1.0,0.0036013005116229116,0.0036013005116229116,0.0036013005116229116,0.507537688442211,0.0028286898249034477,,,,0.0028286908239034477,,
heavy,50,0,fork,1.0,0.0,9950,0.006312668537322595,True,0.35,0.00466607177320173,,1bqf_emu,cohit-true,9747,0.004719400841284498,0.004719400841284498,4.783776559169348e-19,4.783776559169348e-19,0.0029897143153522644,0.999905137671532,0.0028286898249034477,,,,0.0028286908239034477,,
heavy,50,0,fork,1.0,0.0,9950,0.006312668537322595,True,0.35,0.00466607177320173,,1bqf_emu,TRUE-coupled,199,1.0,1.0,0.0036013005116229116,0.0075228881599470904,0.0075228881599470904,,0.0028286898249034477,,,,0.0028286908239034477,,
heavy,50,0,occ,0.0,0.3,9950,0.006312668537322595,True,0.5230769230769231,,,classical,ALL,9950,0.020301507537688442,0.020402010050251256,0.033905162029573076,0.053001390076917655,0.07615780765595846,,0.04875837119068224,0.9949748743718593,0.019801980198019802,0.9801980198019802,0.04872313965888507,0.019704433497536946,-0.0040292538020346505
heavy,50,0,occ,0.0,0.3,9950,0.006312668537322595,True,0.5230769230769231,,,classical,C-true,4,1.0,1.0,0.05266055507344758,0.05274963831026556,0.05275239346191972,0.5125628140703518,0.04875837119068224,,,,0.04872313965888507,,
heavy,50,0,occ,0.0,0.3,9950,0.006312668537322595,True,0.5230769230769231,,,classical,cohit-true,9747,0.0,0.0,0.0338985265617135,0.03445684626874431,0.04526048043166322,1.0,0.04875837119068224,,,,0.04872313965888507,,
heavy,50,0,occ,0.0,0.3,9950,0.006312668537322595,True,0.5230769230769231,,,classical,TRUE-coupled,199,0.9949748743718593,1.0,0.053023620154527745,0.07604091054225226,0.07615780765595846,,0.04875837119068224,,,,0.04872313965888507,,
heavy,50,0,occ,0.0,0.3,9950,0.006312668537322595,True,0.5230769230769231,0.49975929169437716,,1bqf_emu,ALL,9950,0.9998994974874372,1.0,0.006957003357650424,0.007484359771131154,0.0075004305383038405,,0.006846511354015212,0.9949748743718593,0.9800985023620464,0.019901497637953562,0.006845381468268457,0.98,-0.0006537532699702831
heavy,50,0,occ,0.0,0.3,9950,0.006312668537322595,True,0.5230769230769231,0.49975929169437716,,1bqf_emu,C-true,4,1.0,1.0,0.007498654083070582,0.0074991203195537105,0.007499134739238741,0.01507537688442211,0.006846511354015212,,,,0.006845381468268457,,
heavy,50,0,occ,0.0,0.3,9950,0.006312668537322595,True,0.5230769230769231,0.49975929169437716,,1bqf_emu,cohit-true,9747,1.0,1.0,0.006957505928698911,0.007484358917395739,0.007484767090099057,0.1967764337229391,0.006846511354015212,,,,0.006845381468268457,,
heavy,50,0,occ,0.0,0.3,9950,0.006312668537322595,True,0.5230769230769231,0.49975929169437716,,1bqf_emu,TRUE-coupled,199,0.9949748743718593,1.0,0.006931990926796842,0.0074986876786757315,0.0075004305383038405,,0.006846511354015212,,,,0.006845381468268457,,
heavy,50,0,both,1.0,0.3,9950,0.006312668537322595,True,0.5230769230769231,,,classical,ALL,9950,0.020301507537688442,0.020402010050251256,0.03390082800610895,0.054174183814530125,0.07682726062846604,,0.048758888085022906,0.9949748743718593,0.019801980198019802,0.9801980198019802,0.048718389427817005,0.019704433497536946,-0.005455794385713107
heavy,50,0,both,1.0,0.3,9950,0.006312668537322595,True,0.5230769230769231,,,classical,C-true,4,1.0,1.0,0.05343344898196633,0.05417418381453011,0.05417418381453011,0.5100502512562815,0.048758888085022906,,,,0.048718389427817005,,
heavy,50,0,both,1.0,0.3,9950,0.006312668537322595,True,0.5230769230769231,,,classical,cohit-true,9747,0.0,0.0,0.03389959814568595,0.03468071563342386,0.045204727172373435,1.0,0.048758888085022906,,,,0.048718389427817005,,
heavy,50,0,both,1.0,0.3,9950,0.006312668537322595,True,0.5230769230769231,,,classical,TRUE-coupled,199,0.9949748743718593,1.0,0.05417418381453014,0.07614132065214155,0.07682726062846604,,0.048758888085022906,,,,0.048718389427817005,,
heavy,50,0,both,1.0,0.3,9950,0.006312668537322595,True,0.5230769230769231,0.4994961188808167,,1bqf_emu,ALL,9950,0.9998994974874372,1.0,0.006957232829034177,0.007477270077449185,0.007594375209028051,,0.006846935483043295,0.9949748743718593,0.9800985023620464,0.019901497637953562,0.006845254166939866,0.98,-0.0007491210410881851
heavy,50,0,both,1.0,0.3,9950,0.006312668537322595,True,0.5230769230769231,0.4994961188808167,,1bqf_emu,C-true,4,1.0,1.0,0.007493188271747801,0.007494448014219546,0.007494448014219689,0.011306532663316583,0.006846935483043295,,,,0.006845254166939866,,
heavy,50,0,both,1.0,0.3,9950,0.006312668537322595,True,0.5230769230769231,0.4994961188808167,,1bqf_emu,cohit-true,9747,1.0,1.0,0.0069576651127740375,0.007477269739297525,0.007594375209028051,0.19782146600448636,0.006846935483043295,,,,0.006845254166939866,,
heavy,50,0,both,1.0,0.3,9950,0.006312668537322595,True,0.5230769230769231,0.4994961188808167,,1bqf_emu,TRUE-coupled,199,0.9949748743718593,1.0,0.006931089340918363,0.007493247737535176,0.007494448014218905,,0.006846935483043295,,,,0.006845254166939866,,
heavy,50,1,base,0.0,0.0,9950,0.006312668537322595,True,0.35,,,classical,ALL,9950,0.02,0.02,0.25,0.36363636363636354,0.4545454545454545,,0.357142856142857,1.0,0.0,1.0,0.35714285714185706,0.0,0.02380952380952378
heavy,50,1,base,0.0,0.0,9950,0.006312668537322595,True,0.35,,,classical,cohit-true,9751,0.0,0.0,0.25,0.25,0.33333333333333326,1.0,0.357142856142857,,,,0.35714285714185706,,
heavy,50,1,base,0.0,0.0,9950,0.006312668537322595,True,0.35,,,classical,TRUE-coupled,199,1.0,1.0,0.36363636363636354,0.4545454545454545,0.4545454545454545,,0.357142856142857,,,,0.35714285714185706,,
heavy,50,1,base,0.0,0.0,9950,0.006312668537322595,True,0.35,0.004346926041019026,,1bqf_emu,ALL,9950,0.02,0.02,4.783776559169348e-19,0.0032927239691093587,0.005638985101417882,,0.003050013099759612,1.0,0.0,1.0,0.003050014098759612,0.0,6.029978440734744e-05
heavy,50,1,base,0.0,0.0,9950,0.006312668537322595,True,0.35,0.004346926041019026,,1bqf_emu,cohit-true,9751,0.0,0.0,4.783776559169348e-19,4.783776559169348e-19,0.0029897143153522644,1.0,0.003050013099759612,,,,0.003050014098759612,,
heavy,50,1,base,0.0,0.0,9950,0.006312668537322595,True,0.35,0.004346926041019026,,1bqf_emu,TRUE-coupled,199,1.0,1.0,0.0032927239691093587,0.005638985101417882,0.005638985101417882,,0.003050013099759612,,,,0.003050014098759612,,
heavy,50,1,fork,1.0,0.0,9950,0.006312668537322595,True,0.35,,,classical,ALL,9950,0.02,0.02,0.24999999999999997,0.36363636363636365,0.4545454545454545,,0.3571428561428571,1.0,0.0,1.0,0.3571428571418572,0.0,0.023809523809523836
heavy,50,1,fork,1.0,0.0,9950,0.006312668537322595,True,0.35,,,classical,cohit-true,9751,0.0,0.0,0.24999999999999997,0.24999999999999997,0.3333333333333333,1.0,0.3571428561428571,,,,0.3571428571418572,,
heavy,50,1,fork,1.0,0.0,9950,0.006312668537322595,True,0.35,,,classical,TRUE-coupled,199,1.0,1.0,0.36363636363636365,0.4545454545454545,0.4545454545454545,,0.3571428561428571,,,,0.3571428571418572,,
heavy,50,1,fork,1.0,0.0,9950,0.006312668537322595,True,0.35,0.004489940308017783,,1bqf_emu,ALL,9950,0.02,0.02,4.783776559169348e-19,0.0032927239691093587,0.005638985101417882,,0.003050013099759612,1.0,0.0,1.0,0.003050014098759612,0.0,6.029978440734744e-05
heavy,50,1,fork,1.0,0.0,9950,0.006312668537322595,True,0.35,0.004489940308017783,,1bqf_emu,cohit-true,9751,0.0,0.0,4.783776559169348e-19,4.783776559169348e-19,0.0029897143153522644,1.0,0.003050013099759612,,,,0.003050014098759612,,
heavy,50,1,fork,1.0,0.0,9950,0.006312668537322595,True,0.35,0.004489940308017783,,1bqf_emu,TRUE-coupled,199,1.0,1.0,0.0032927239691093587,0.005638985101417882,0.005638985101417882,,0.003050013099759612,,,,0.003050014098759612,,
heavy,50,1,occ,0.0,0.3,9950,0.006312668537322595,True,0.5230769230769231,,,classical,ALL,9950,0.019899497487437186,0.02,0.03390563474166518,0.04988166698459597,0.06178790378990995,,0.04887539202452794,0.9949748743718593,0.0,1.0,0.04873079522777561,0.0,0.003491561726541241
heavy,50,1,occ,0.0,0.3,9950,0.006312668537322595,True,0.5230769230769231,,,classical,cohit-true,9751,0.0,0.0,0.03390158241645235,0.034439310071624006,0.04523923350223437,1.0,0.04887539202452794,,,,0.04873079522777561,,
heavy,50,1,occ,0.0,0.3,9950,0.006312668537322595,True,0.5230769230769231,,,classical,TRUE-coupled,199,0.9949748743718593,1.0,0.04988166698459598,0.06178790378990988,0.06178790378990995,,0.04887539202452794,,,,0.04873079522777561,,
heavy,50,1,occ,0.0,0.3,9950,0.006312668537322595,True,0.5230769230769231,0.4997663383182367,,1bqf_emu,ALL,9950,0.9995979899497487,1.0,0.00695780125279624,0.007484199478572999,0.007484376952623029,,0.006894481305759808,0.9949748743718593,0.9800924994972854,0.01990750050271466,0.006882879004459608,0.98,-0.0006014979471634209
heavy,50,1,occ,0.0,0.3,9950,0.006312668537322595,True,0.5230769230769231,0.4997663383182367,,1bqf_emu,cohit-true,9751,0.9996923392472566,1.0,0.006958115193842679,0.00748419947857324,0.007484376952623029,0.1880951264372318,0.006894481305759808,,,,0.006882879004459608,,
heavy,50,1,occ,0.0,0.3,9950,0.006312668537322595,True,0.5230769230769231,0.4997663383182367,,1bqf_emu,TRUE-coupled,199,0.9949748743718593,1.0,0.006929324233745291,0.0074722081174835005,0.00747224727701859,,0.006894481305759808,,,,0.006882879004459608,,
heavy,50,1,both,1.0,0.3,9950,0.006312668537322595,True,0.5230769230769231,,,classical,ALL,9950,0.019899497487437186,0.02,0.033905415227491,0.050773182688233255,0.062017309813110676,,0.048874454930209636,0.9949748743718593,0.0,1.0,0.04873040091632262,0.0,0.0035319597545890383
heavy,50,1,both,1.0,0.3,9950,0.006312668537322595,True,0.5230769230769231,,,classical,cohit-true,9751,0.0,0.0,0.03390132913373646,0.03501833221255962,0.04519844116273358,1.0,0.048874454930209636,,,,0.04873040091632262,,
heavy,50,1,both,1.0,0.3,9950,0.006312668537322595,True,0.5230769230769231,,,classical,TRUE-coupled,199,0.9949748743718593,1.0,0.05077318268823329,0.0618505445046167,0.062017309813110676,,0.048874454930209636,,,,0.04873040091632262,,
heavy,50,1,both,1.0,0.3,9950,0.006312668537322595,True,0.5230769230769231,0.4995976682515697,,1bqf_emu,ALL,9950,0.9995979899497487,1.0,0.0069579139936762225,0.007479128138725321,0.007599070667024081,,0.006894510983370829,0.9949748743718593,0.9800924994972854,0.01990750050271466,0.006882877318306574,0.98,-0.0007161933477175071
heavy,50,1,both,1.0,0.3,9950,0.006312668537322595,True,0.5230769230769231,0.4995976682515697,,1bqf_emu,cohit-true,9751,0.9996923392472566,1.0,0.0069582366710670834,0.007479128329422102,0.007599070667024081,0.1880951264372318,0.006894510983370829,,,,0.006882877318306574,,
heavy,50,1,both,1.0,0.3,9950,0.006312668537322595,True,0.5230769230769231,0.4995976682515697,,1bqf_emu,TRUE-coupled,199,0.9949748743718593,1.0,0.006929336890351955,0.007467149497294383,0.0074671494972951,,0.006894510983370829,,,,0.006882877318306574,,
heavy,50,2,base,0.0,0.0,9850,0.006312668537322595,True,0.35,,,classical,ALL,9850,0.02030456852791878,0.02030456852791878,0.25,0.3636363636363636,0.45454545454545453,,0.35714285614285707,1.0,0.015,0.985,0.3571428571418571,0.015,-0.0714285714285714
heavy,50,2,base,0.0,0.0,9850,0.006312668537322595,True,0.35,,,classical,cohit-true,9653,0.00031078421216202215,0.00031078421216202215,0.25,0.25,0.4285714285714285,0.9999411034995564,0.35714285614285707,,,,0.3571428571418571,,
heavy,50,2,base,0.0,0.0,9850,0.006312668537322595,True,0.35,,,classical,TRUE-coupled,197,1.0,1.0,0.3636363636363636,0.45454545454545453,0.45454545454545453,,0.35714285614285707,,,,0.3571428571418571,,
heavy,50,2,base,0.0,0.0,9850,0.006312668537322595,True,0.35,0.004245844778475787,,1bqf_emu,ALL,9850,0.02030456852791878,0.02030456852791878,4.783776559169349e-19,0.003292723969109358,0.005638985101417881,,0.0030500130997596115,1.0,0.015,0.985,0.0030500140987596114,0.015,-0.0023553358254373886
heavy,50,2,base,0.0,0.0,9850,0.006312668537322595,True,0.35,0.004245844778475787,,1bqf_emu,cohit-true,9653,0.00031078421216202215,0.00031078421216202215,4.783776559169349e-19,4.783776559169349e-19,0.005405349925197,0.9998443449631135,0.0030500130997596115,,,,0.0030500140987596114,,
heavy,50,2,base,0.0,0.0,9850,0.006312668537322595,True,0.35,0.004245844778475787,,1bqf_emu,TRUE-coupled,197,1.0,1.0,0.003292723969109358,0.005638985101417881,0.005638985101417881,,0.0030500130997596115,,,,0.0030500140987596114,,
heavy,50,2,fork,1.0,0.0,9850,0.006312668537322595,True,0.35,,,classical,ALL,9850,0.02030456852791878,0.02030456852791878,0.25,0.3636363636363636,0.45454545454545453,,0.35714285614285707,1.0,0.015,0.985,0.3571428571418571,0.015,-0.0714285714285714
heavy,50,2,fork,1.0,0.0,9850,0.006312668537322595,True,0.35,,,classical,cohit-true,9653,0.00031078421216202215,0.00031078421216202215,0.25,0.25,0.4285714285714285,0.9999411034995564,0.35714285614285707,,,,0.3571428571418571,,
heavy,50,2,fork,1.0,0.0,9850,0.006312668537322595,True,0.35,,,classical,TRUE-coupled,197,1.0,1.0,0.3636363636363636,0.45454545454545453,0.45454545454545453,,0.35714285614285707,,,,0.3571428571418571,,
heavy,50,2,fork,1.0,0.0,9850,0.006312668537322595,True,0.35,0.004245844778475787,,1bqf_emu,ALL,9850,0.02030456852791878,0.02030456852791878,4.783776559169349e-19,0.003292723969109358,0.005638985101417881,,0.0030500130997596115,1.0,0.015,0.985,0.0030500140987596114,0.015,-0.0023553358254373886
heavy,50,2,fork,1.0,0.0,9850,0.006312668537322595,True,0.35,0.004245844778475787,,1bqf_emu,cohit-true,9653,0.00031078421216202215,0.00031078421216202215,4.783776559169349e-19,4.783776559169349e-19,0.005405349925197,0.9998443449631135,0.0030500130997596115,,,,0.0030500140987596114,,
heavy,50,2,fork,1.0,0.0,9850,0.006312668537322595,True,0.35,0.004245844778475787,,1bqf_emu,TRUE-coupled,197,1.0,1.0,0.003292723969109358,0.005638985101417881,0.005638985101417881,,0.0030500130997596115,,,,0.0030500140987596114,,
heavy,50,2,occ,0.0,0.3,9850,0.006312668537322595,True,0.5230769230769231,,,classical,ALL,9850,0.020101522842639594,0.020101522842639594,0.03421605105257895,0.050236940380011745,0.061880544524984205,,0.04875080139121438,1.0,0.005050505050505051,0.9949494949494949,0.048750802390214364,0.005050505050505051,-0.008365735465071737
heavy,50,2,occ,0.0,0.3,9850,0.006312668537322595,True,0.5230769230769231,,,classical,cohit-true,9653,0.00010359473738734072,0.00010359473738734072,0.034109980459906805,0.034841978548011854,0.0571165378562861,0.9999474138388896,0.04875080139121438,,,,0.048750802390214364,,
heavy,50,2,occ,0.0,0.3,9850,0.006312668537322595,True,0.5230769230769231,,,classical,TRUE-coupled,197,1.0,1.0,0.05023694038001173,0.061880544524984066,0.061880544524984205,,0.04875080139121438,,,,0.048750802390214364,,
heavy,50,2,occ,0.0,0.3,9850,0.006312668537322595,True,0.5230769230769231,0.5238143472283523,,1bqf_emu,ALL,9850,0.9997969543147208,0.9998984771573604,0.0069548668366648005,0.007781699621435294,0.007782984956087273,,0.00686432900953251,0.9949238578680203,0.9800974817221771,0.019902518277822908,0.0068573121982841035,0.9799979693369886,-0.0009256727568031694
heavy,50,2,occ,0.0,0.3,9850,0.006312668537322595,True,0.5230769230769231,0.5238143472283523,,1bqf_emu,cohit-true,9653,0.9998964052626127,0.9998964052626127,0.006954866836664976,0.007781704034919232,0.007782984956087273,0.312372314227554,0.00686432900953251,,,,0.0068573121982841035,,
heavy,50,2,occ,0.0,0.3,9850,0.006312668537322595,True,0.5230769230769231,0.5238143472283523,,1bqf_emu,TRUE-coupled,197,0.9949238578680203,1.0,0.006938488717625371,0.0077663594458268655,0.0077669471886355436,,0.00686432900953251,,,,0.0068573121982841035,,
heavy,50,2,both,1.0,0.3,9850,0.006312668537322595,True,0.5230769230769231,,,classical,ALL,9850,0.020101522842639594,0.020101522842639594,0.03421605105257895,0.050236940380011745,0.061880544524984205,,0.04875080139121438,1.0,0.005050505050505051,0.9949494949494949,0.048750802390214364,0.005050505050505051,-0.008365735465071737
heavy,50,2,both,1.0,0.3,9850,0.006312668537322595,True,0.5230769230769231,,,classical,cohit-true,9653,0.00010359473738734072,0.00010359473738734072,0.034109980459906805,0.034841978548011854,0.0571165378562861,0.9999474138388896,0.04875080139121438,,,,0.048750802390214364,,
heavy,50,2,both,1.0,0.3,9850,0.006312668537322595,True,0.5230769230769231,,,classical,TRUE-coupled,197,1.0,1.0,0.05023694038001173,0.061880544524984066,0.061880544524984205,,0.04875080139121438,,,,0.048750802390214364,,
heavy,50,2,both,1.0,0.3,9850,0.006312668537322595,True,0.5230769230769231,0.5238143472283523,,1bqf_emu,ALL,9850,0.9997969543147208,0.9998984771573604,0.0069548668366648005,0.007781699621435294,0.007782984956087273,,0.00686432900953251,0.9949238578680203,0.9800974817221771,0.019902518277822908,0.0068573121982841035,0.9799979693369886,-0.0009256727568031694
heavy,50,2,both,1.0,0.3,9850,0.006312668537322595,True,0.5230769230769231,0.5238143472283523,,1bqf_emu,cohit-true,9653,0.9998964052626127,0.9998964052626127,0.006954866836664976,0.007781704034919232,0.007782984956087273,0.312372314227554,0.00686432900953251,,,,0.0068573121982841035,,
heavy,50,2,both,1.0,0.3,9850,0.006312668537322595,True,0.5230769230769231,0.5238143472283523,,1bqf_emu,TRUE-coupled,197,0.9949238578680203,1.0,0.006938488717625371,0.0077663594458268655,0.0077669471886355436,,0.00686432900953251,,,,0.0068573121982841035,,
heavy,100,0,base,0.0,0.0,39006,0.006312668537322595,True,0.35,,,classical,ALL,39006,1.0,1.0,0.24999999995230235,0.36363632079833075,0.6983134098822062,,0.24999999895230235,1.0,0.9900015382248885,0.009998461775111522,0.24999999995130234,0.9900015382248885,-0.288458009501122
